lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
128,0,122.02739497424886,8,29,4,1,2,0,3,0
156,0,217.70922922492056,7,16,4,3,2,1,5,0
6,0,130.54245338950795,7,12,4,1,1,0,0,0
158,0,114.55780736390504,8,13,3,1,0,0,0,0
22,0,118.0,9,7,4,1,0,3,0,0
246,0,60.92447230233932,11,23,4,4,2,1,0,0
24,0,168.36023255023272,10,4,4,3,1,0,0,0
112,1,205.53381827193903,8,10,4,2,0,0,3,0
24,0,125.35627785030266,5,11,4,1,1,0,3,0
186,2,166.4192916765894,7,16,4,1,1,0,2,0
145,0,94.20276579681632,4,24,3,1,1,0,0,0
34,0,107.95479735064352,9,2,4,1,1,3,0,0
56,0,167.89119608699005,6,20,4,3,0,0,3,0
111,0,144.35968798737773,6,4,4,1,0,0,1,0
24,0,152.06415563065764,5,14,4,1,1,0,0,0
156,0,103.65070859476525,7,21,4,1,1,2,0,0
5,0,150.65217334964993,7,15,4,1,0,0,0,0
26,0,127.27589833507461,9,5,4,3,1,0,0,0
172,1,120.47685924891705,8,2,4,2,1,0,0,0
107,0,120.54967083246099,8,2,4,4,0,0,3,0
84,0,88.49165543768339,10,24,4,2,1,0,0,0
144,1,114.3,6,6,4,2,0,0,1,0
185,1,114.05274156718049,8,2,4,4,2,0,0,0
162,2,145.8,8,26,4,1,0,0,0,0
18,0,150.00921288134046,5,16,4,2,0,0,0,0
31,0,81.46025473105892,2,8,4,1,0,0,0,0
182,1,112.04228075356383,8,3,3,4,1,0,0,0
98,0,121.00511915856053,6,15,3,1,1,0,0,0
81,0,98.80345392855163,3,5,4,3,0,0,3,0
70,0,87.2374542262717,4,1,4,2,0,0,0,0
39,0,106.17247396129838,8,2,4,1,1,1,0,0
205,0,61.16547674119094,10,4,4,2,0,1,0,0
101,0,117.00306254140038,7,14,4,1,0,1,0,0
90,0,116.1,6,17,4,1,0,3,0,0
203,0,128.7,8,28,4,1,1,0,3,0
28,0,74.8,11,19,4,4,0,0,0,0
172,1,113.51913660103136,7,30,4,3,2,0,0,0
196,1,116.99226180053589,8,14,4,2,0,2,0,0
272,0,94.74515267217603,6,13,4,2,1,0,0,0
38,1,98.0932718230898,9,2,4,0,0,3,0,0
191,1,107.704119791778,8,6,4,3,0,0,0,0
8,0,108.57,5,10,4,2,0,0,3,0
13,1,91.57222362789462,8,30,4,3,1,0,0,0
35,0,93.84066172434639,11,22,4,2,0,0,0,0
34,0,94.76362334379972,12,21,4,1,0,0,0,0
186,1,112.08329650200463,8,3,4,3,2,0,1,0
9,0,99.04829727799054,8,16,4,2,1,0,0,0
48,0,130.10083015063245,4,11,4,3,1,0,3,0
95,0,141.58211294939304,5,21,4,3,1,0,3,0
159,0,94.2303085037136,7,13,4,3,0,3,0,0
60,0,77.23276536353097,11,3,4,2,1,3,0,0
296,0,97.63521901041085,10,20,4,5,2,0,0,0
43,0,147.01330941584243,7,29,4,2,0,0,3,0
10,0,143.30432786031056,4,12,4,3,0,0,2,0
16,0,58.9363085962855,11,24,3,2,1,0,0,0
82,0,76.5,7,17,4,2,0,0,0,0
143,0,140.52726524236311,8,18,4,2,0,0,3,0
17,0,79.83569969593403,3,17,2,2,0,0,0,0
298,0,75.14637699879836,5,10,3,2,0,0,0,0
293,0,115.71147830908238,7,21,3,2,0,1,0,0
8,0,130.28471371022715,8,2,4,1,0,3,0,0
75,0,150.06986435550718,5,29,4,1,1,0,3,0
142,0,100.43919255084637,6,2,4,3,1,0,0,0
254,0,110.9301566163751,10,15,4,0,1,0,0,0
84,0,97.49601254222901,3,24,4,2,2,0,3,0
49,0,125.1,8,26,4,0,0,3,0,0
119,0,83.83447957208634,3,27,4,3,1,0,0,0
9,0,101.66250679047671,10,19,4,0,0,0,0,0
184,1,136.83298796651619,7,26,4,2,0,0,3,0
70,0,93.28280305925468,6,12,3,5,1,0,0,0
103,0,115.15585658221853,4,18,3,1,0,0,0,0
221,0,74.36732818712633,11,24,4,3,2,0,0,0
28,0,250.43491098622377,8,23,4,1,0,0,4,0
68,0,111.69861607336456,5,26,4,2,1,0,0,0
163,0,132.4918602055549,7,18,4,2,1,0,0,0
185,0,104.22482582927759,7,19,4,2,0,0,3,0
221,1,99.98480883311265,9,2,4,2,1,0,0,0
93,0,119.53869473589278,5,21,4,2,1,0,0,0
309,0,71.17520432017211,12,28,4,3,2,3,0,0
123,0,86.70094408889318,6,15,4,2,0,0,0,0
254,0,98.24919005604512,9,12,4,4,0,0,0,0
65,0,128.47932347174105,6,20,4,1,0,0,0,0
70,0,76.5,7,21,4,6,2,0,0,0
178,0,108.40546994087181,8,3,4,2,0,0,0,0
90,0,99.45,4,11,4,4,0,0,3,0
183,1,105.47125014215825,8,8,3,3,0,0,0,0
208,0,83.23156278774401,7,30,4,2,0,3,0,0
94,1,127.15078725606145,4,28,4,2,0,0,0,0
35,0,160.43614129519585,4,15,4,1,0,0,3,0
27,0,156.04852010352747,10,4,4,2,0,0,3,0
126,1,80.30162920419485,10,3,4,1,0,2,0,0
228,0,71.11759744718836,8,6,4,1,0,1,0,0
59,1,132.43995800543243,9,5,4,4,1,0,3,0
59,0,101.83934808889273,6,26,4,2,1,2,0,0
54,0,74.47194254844233,2,27,4,1,1,3,0,0
275,0,62.8,6,4,3,1,1,0,0,0
48,0,88.69079807806479,3,7,4,2,0,0,3,0
191,0,131.93339662194722,6,4,3,2,1,0,0,0
88,0,159.3,4,29,4,1,2,0,3,0
1,0,148.19927001417267,4,24,4,5,2,0,3,0
85,0,158.24684777961568,3,23,4,2,1,0,4,0
16,0,84.0724723959791,2,5,4,1,1,2,0,0
51,0,129.2369178943346,3,19,4,1,1,0,1,0
19,0,172.0,3,26,4,1,1,0,0,0
217,0,88.00512740059715,8,10,4,3,0,0,0,0
183,0,118.05959521387177,9,13,3,1,0,1,0,0
256,0,91.68546418854122,9,5,4,3,0,0,0,0
57,0,78.98962047052994,12,15,4,3,0,3,0,0
188,1,123.3270957292512,8,8,4,4,1,0,0,0
173,0,105.3,8,2,4,1,0,0,0,0
24,0,216.03447527497025,3,29,4,3,0,0,5,0
84,0,87.3,4,1,4,1,1,0,0,0
55,0,179.85049145253714,3,19,4,0,2,0,5,0
251,1,95.83925610338565,9,17,4,1,0,1,0,0
88,0,53.59764086885132,4,5,4,1,1,0,0,0
147,0,97.93186193561483,7,7,4,2,1,2,0,0
172,1,138.20916507658038,7,26,4,2,0,0,3,0
137,0,160.0705786088934,9,26,4,1,1,0,3,0
61,0,104.69963252386204,7,21,4,1,0,0,0,0
131,0,115.75102452496328,6,18,4,3,2,0,0,0
83,0,93.6,11,22,4,2,0,0,0,0
31,0,71.77483364348991,2,5,2,2,0,0,0,0
171,1,139.8097078621541,7,22,4,1,1,0,2,0
36,0,80.20055810492505,6,25,2,0,0,0,0,0
133,0,134.22552621169805,7,27,4,3,1,0,3,0
72,0,85.65878076729024,9,18,3,2,1,3,0,0
154,0,95.37514367269802,8,23,4,2,0,0,0,0
42,0,104.67071542402506,5,26,4,4,1,2,0,0
65,0,79.8225459887327,3,25,3,1,1,1,0,0
185,0,116.0558608510163,9,14,4,3,0,2,0,0
304,0,52.0,11,21,4,2,0,0,0,0
89,0,120.55600488237107,5,28,4,3,1,0,1,0
386,0,90.0,10,23,3,0,2,1,0,0
19,1,120.08964166339521,8,30,4,2,0,0,0,0
207,0,68.88756368679122,7,28,4,3,0,0,0,0
123,1,76.14546709172654,9,14,4,3,1,1,0,0
157,0,90.7736728444329,5,26,3,3,2,0,0,0
51,0,96.56286319578433,11,6,4,3,0,0,2,0
141,0,117.85898243574148,6,3,3,2,2,0,3,0
156,0,177.85502160393125,5,21,4,4,2,0,4,0
48,0,93.99974584075211,5,11,4,0,1,3,0,0
24,0,227.912254945324,8,25,4,3,0,0,5,0
170,1,117.00586897165257,4,22,4,1,2,0,1,0
208,0,76.21887374709188,11,29,4,3,0,0,0,0
135,0,90.93216149637362,6,28,4,3,0,0,0,0
74,1,159.5153539516511,4,29,4,1,2,0,3,0
47,0,85.37442077618891,2,20,3,2,2,0,0,0
237,1,107.2032101219493,9,12,4,3,0,0,0,0
149,0,99.61598545727558,5,5,4,2,1,0,0,0
37,0,136.24502045692535,4,7,4,1,1,0,0,0
199,0,72.89222845434638,7,9,3,3,0,0,0,0
42,0,107.1,4,2,4,1,1,3,0,0
343,1,72.29203904998472,12,29,4,3,1,2,0,0
147,0,136.8886601591321,8,15,4,3,1,0,3,0
103,0,109.92740241839745,10,10,3,2,0,0,0,0
98,0,115.1323793442388,5,7,4,1,0,2,0,0
177,0,100.63585103785407,7,30,4,1,0,0,0,0
218,1,96.3,8,5,4,1,0,0,0,0
35,0,213.95394225682912,7,15,4,3,0,0,5,0
126,0,139.4391373908687,7,3,4,1,0,1,0,0
39,0,98.92758721954782,10,2,4,1,0,1,0,0
101,0,79.67110999367947,5,25,3,9,3,0,0,0
227,0,111.67018233346707,9,3,3,2,0,2,0,0
195,1,112.53903570678432,8,26,4,5,2,0,0,0
125,0,162.5892877772927,8,21,4,3,1,0,2,0
22,0,124.4295648341786,3,11,4,2,1,0,3,0
160,0,94.94317899088499,7,25,4,2,0,2,0,0
1,0,81.82063264954917,2,25,2,1,0,0,0,0
194,0,130.20459285570504,8,8,4,3,1,0,2,0
67,0,140.4,5,3,4,1,0,0,3,0
177,0,100.0,6,3,3,2,0,0,0,0
207,0,168.18328508792405,8,3,4,2,0,0,5,0
33,0,170.25856822410378,8,9,4,1,1,0,1,0
169,2,116.91731867099043,6,18,4,1,1,0,0,0
11,0,157.02706247800938,7,2,4,0,1,0,0,0
19,1,233.690447008988,8,16,4,4,1,0,5,0
8,0,233.40572915388736,8,4,4,1,0,0,5,0
136,0,92.72873848836242,6,28,4,3,0,0,0,0
63,0,168.6251946424293,10,25,4,2,0,0,4,0
90,1,90.27762111293526,10,31,4,2,1,0,0,0
29,0,189.47529529069848,6,25,4,2,1,0,3,0
161,0,95.75521779929706,7,21,4,3,0,3,0,0
3,0,79.73442887484684,2,17,2,0,0,0,0,0
74,0,149.86167353939334,7,27,4,2,0,0,3,0
134,0,91.54406857123865,5,14,4,3,0,0,0,0
187,0,86.5250112208172,7,7,4,2,0,0,1,0
213,0,117.64358889816867,9,27,4,4,0,0,0,0
89,0,119.42958088133103,5,12,4,2,1,0,0,0
194,2,111.20348179156764,8,23,4,5,2,0,0,0
94,0,132.28272712604257,10,19,4,3,0,0,3,0
213,1,108.4668222805091,8,1,4,4,0,0,0,0
20,0,116.60967038946376,4,12,4,1,0,2,0,0
91,0,138.84005733056958,6,2,4,3,0,0,1,0
158,0,121.85446101889369,8,20,3,2,0,0,0,0
192,0,119.98631428496017,6,20,3,2,1,0,0,0
34,0,98.50618975063591,9,25,4,0,1,2,0,0
36,0,141.8593846770503,3,25,4,1,0,0,1,0
65,0,126.26932688042037,3,6,4,1,0,0,0,0
27,0,136.20783881471448,5,19,4,3,2,0,3,0
139,0,94.5,7,17,4,0,2,2,0,0
116,1,86.29922538906762,11,14,4,4,0,0,0,0
315,0,67.35128609819097,11,26,4,5,2,3,0,0
109,1,90.0,11,6,4,1,0,0,0,0
174,0,130.05,8,1,4,4,0,0,3,0
46,1,77.19318699535744,11,11,4,2,1,3,0,0
209,1,96.47323344060403,7,30,4,0,2,0,0,0
207,0,103.86976802066195,9,5,4,3,1,0,0,0
106,0,96.05142385867829,3,24,4,2,0,0,0,0
254,0,92.28191301257186,10,24,4,4,0,0,0,0
40,0,80.76375494947119,3,22,4,1,0,0,0,0
66,0,125.69800328462291,7,17,4,2,0,1,1,0
78,0,150.13314301806233,9,14,4,2,0,0,3,0
41,0,82.3626529752086,2,4,4,2,0,0,2,0
258,1,81.08735976515776,11,22,4,5,1,1,0,0
2,0,105.8227264360981,5,22,3,0,1,2,0,0
145,0,238.86213881233843,8,10,4,2,1,1,5,0
125,0,138.60877576428175,7,14,4,1,1,0,2,0
16,0,57.80347595938722,10,24,3,2,1,0,0,0
118,0,121.79805482398545,8,14,4,2,0,0,0,0
44,0,140.4,5,14,4,1,0,0,3,0
20,0,172.0,3,28,4,1,1,0,1,0
218,1,115.99593870622859,9,29,4,1,0,2,0,0
188,1,103.38813239129091,8,6,4,0,1,0,0,0
60,0,136.04615440025702,8,26,4,2,0,0,0,0
5,0,146.0,2,24,4,6,2,0,3,0
156,0,159.2852439042896,8,27,4,2,2,0,5,0
72,0,126.9,6,9,4,2,0,0,0,0
46,0,85.34271042646208,3,20,3,2,1,0,0,0
56,0,156.9688294975405,5,19,4,2,0,0,4,0
184,0,122.4,10,4,4,3,0,0,3,0
39,0,131.4,3,19,4,0,1,0,3,0
53,0,159.3,5,4,4,1,0,0,3,0
199,0,83.07470916090953,6,24,4,3,1,2,0,0
208,0,96.10691311972208,10,19,4,3,0,0,0,0
34,0,67.5,2,9,4,4,0,3,0,0
47,0,121.77605709797668,5,28,4,0,1,0,0,0
43,0,92.41931540317901,3,29,4,1,0,1,1,0
14,1,202.57315463263578,7,17,4,3,0,0,5,0
85,0,75.37468928369059,9,6,3,3,1,0,0,0
62,1,97.36973745386804,10,4,4,2,0,0,0,0
281,1,89.1145258702903,10,28,4,2,2,0,0,0
313,0,74.9166498208888,10,11,3,3,0,0,0,0
62,0,73.7782598024431,2,26,3,2,2,0,0,0
109,0,130.90832101411002,8,18,4,1,0,0,1,0
57,0,95.6851019384272,4,15,4,1,1,1,0,0
3,0,145.56603967753398,5,12,4,3,1,0,3,0
153,0,69.71118833646295,7,21,3,2,1,1,0,0
202,0,128.7,9,25,4,1,1,0,3,0
97,0,63.67402694142649,7,3,3,2,0,0,0,0
70,0,79.1368763809674,3,3,3,2,0,0,0,0
231,1,133.30288118955372,7,3,4,2,0,0,0,0
191,0,94.27844010596485,8,21,4,2,0,2,0,0
56,0,94.5,6,20,4,2,1,0,0,0
151,0,142.10334431560722,11,29,4,2,0,0,0,0
265,0,73.95,12,26,4,3,1,0,0,0
65,0,111.10904487899961,4,14,4,4,1,0,3,0
84,0,96.3,4,14,4,2,0,0,0,0
243,1,105.53576606333979,9,9,4,2,1,1,0,0
75,0,105.02554525806232,9,29,3,0,1,0,0,0
102,0,100.41237011737947,8,24,4,4,1,0,0,0
20,0,145.0,8,5,4,1,0,0,1,0
183,2,137.7,8,6,4,1,0,0,3,0
155,0,126.51699131144946,9,15,4,3,1,0,0,0
220,0,117.0232888855886,9,13,4,3,0,0,0,0
65,0,77.06625220593864,3,30,4,3,0,2,0,0
174,0,67.80836571968717,8,12,3,1,1,1,0,0
133,0,133.1524407209495,7,23,4,4,0,0,3,0
153,1,120.7,7,6,4,3,1,0,3,0
237,0,92.94182960637099,12,23,4,6,1,0,0,0
40,0,168.14837485894014,7,26,4,2,0,0,3,0
203,0,138.174486857609,7,27,3,1,0,0,3,0
53,1,96.37945312164501,10,27,4,1,0,1,0,0
36,0,77.6809931234892,1,12,4,2,0,0,0,0
66,0,150.13906494020335,10,6,4,3,1,0,0,0
15,0,127.35515746618547,3,14,4,1,2,0,0,0
79,0,168.3,9,10,4,0,1,0,3,0
83,0,126.30261547648922,5,16,4,2,1,0,0,0
108,0,54.51725937005381,11,16,4,4,2,0,0,0
79,0,168.3,9,11,4,0,1,0,3,0
242,0,95.42182420135238,9,8,4,2,1,2,0,0
81,1,150.27977767289582,8,8,4,4,2,0,3,0
184,0,122.4,10,4,4,2,0,0,3,0
0,0,138.87495307771835,6,7,4,1,0,0,2,0
85,0,88.62781933928873,2,13,4,2,0,0,0,0
255,0,102.65970389365889,9,14,4,3,1,0,2,0
120,0,86.879917323656,4,15,3,1,0,0,0,0
4,0,99.08601034535698,8,18,4,10,2,0,0,0
24,0,144.61915988056685,4,28,4,2,0,0,3,0
64,0,105.63676167882426,5,24,4,3,0,0,0,0
103,0,150.84140651137636,9,8,4,0,0,0,3,0
17,0,132.4353019732542,3,5,4,3,0,0,2,0
117,1,84.88206333426207,12,13,4,4,0,0,0,0
80,1,77.84322237677875,4,6,4,2,1,0,0,0
94,0,105.3,6,14,4,3,0,0,0,0
58,0,122.7136277339856,4,27,4,3,0,0,2,0
67,0,105.3,7,26,4,2,0,0,0,0
27,0,166.0,6,28,4,2,0,0,3,0
234,0,86.55054194422898,8,7,4,2,0,0,1,0
113,0,139.85304826058146,6,1,4,3,0,0,3,0
50,0,159.48030446528466,6,20,4,4,1,0,3,0
70,0,66.59301433469598,3,12,4,1,2,3,0,0
5,0,92.77264011284277,9,6,2,8,3,0,0,0
86,0,221.18,10,24,4,3,1,1,5,0
191,0,99.45,7,23,4,3,1,0,3,0
99,0,90.89111421078674,5,1,4,2,1,3,0,0
132,0,101.01681262914329,11,5,4,4,0,0,0,0
146,0,119.2078400310987,8,16,4,3,2,1,1,0
4,0,108.86429210757746,6,10,3,1,0,0,3,0
66,1,88.47560956714797,10,22,4,3,0,0,0,0
86,0,111.29124412801185,7,3,4,3,1,0,0,0
26,0,95.69337394233422,8,13,4,1,1,0,1,0
311,0,159.79739157114534,9,29,4,2,1,1,0,0
50,0,119.60765790351506,4,26,4,1,0,0,2,0
52,0,127.65720852865681,4,18,4,1,0,0,0,0
79,0,132.42642349603435,7,21,4,2,2,0,3,0
150,0,247.25837783110907,7,8,4,1,0,0,4,0
60,0,71.84367602933179,11,20,3,2,1,0,0,0
6,0,212.87278787626846,10,9,4,3,0,0,5,0
320,0,100.81543943779594,8,1,3,2,0,0,0,0
35,0,218.77729688287127,8,19,4,2,1,0,3,0
97,0,94.53549734426403,9,28,3,2,0,0,1,0
79,0,135.54654400845527,4,13,4,3,1,0,1,0
185,0,63.98524765500142,10,24,4,3,0,0,0,0
217,1,100.00363518263755,7,8,4,4,0,0,0,0
25,0,151.43570256761538,6,22,4,2,2,0,0,0
50,0,118.5069944568903,5,7,4,3,2,0,1,0
28,0,122.28561539272653,9,17,4,0,1,3,0,0
3,0,79.84413797849919,8,21,3,3,2,0,0,0
160,0,128.80738920398412,5,19,4,2,0,0,3,0
218,0,70.03311530880576,12,3,4,1,1,1,0,0
193,1,106.4186428513497,8,11,4,1,2,0,0,0
282,0,106.09166825307163,10,3,4,3,1,0,2,0
111,0,97.63778397710423,10,21,3,4,1,0,2,0
25,0,91.34618980278374,2,12,4,0,0,0,0,0
3,0,147.44341392122345,4,3,4,2,0,0,3,0
80,0,93.6,11,12,4,0,1,0,0,0
138,0,141.88673792678458,8,17,4,2,0,0,3,0
81,0,105.98839219090283,7,19,4,1,0,1,0,0
11,0,130.0871911260513,10,4,4,1,0,0,0,0
149,0,96.50431584987793,6,14,3,2,0,1,0,0
92,0,150.3,8,20,4,2,1,0,3,0
191,0,100.00047115910228,7,26,4,4,1,0,2,0
53,0,134.24672003957414,5,9,4,3,0,0,3,0
195,0,139.2569164500539,8,21,4,0,1,0,0,0
110,0,58.67113739857569,11,10,4,2,0,0,0,0
89,1,118.8,10,9,4,1,1,0,0,0
155,1,119.16306563273146,7,1,4,8,2,0,0,0
145,0,116.5056020349601,6,30,4,2,2,0,0,0
56,0,94.65403272998432,5,19,4,1,1,0,0,0
49,0,150.30539394272813,8,18,4,2,1,0,1,0
106,0,120.5153284463997,5,20,4,2,2,0,0,0
13,0,125.15500413131824,5,26,4,0,1,0,0,0
31,0,168.46264655059272,8,16,4,1,0,0,3,0
156,0,121.14982843955238,6,25,4,2,0,0,0,0
153,1,120.36392950624857,7,7,4,2,1,0,2,0
128,0,130.4230948615718,7,25,4,3,0,0,1,0
102,0,72.25,7,19,3,3,1,0,0,0
265,1,112.60879757099116,6,24,3,2,0,1,0,0
130,1,113.94679510235102,5,12,4,1,0,0,3,0
66,0,92.87958364946584,9,6,4,1,0,0,0,0
115,0,107.10527971945218,9,16,4,1,1,3,0,0
195,1,150.91603647915437,8,18,4,2,1,0,0,0
20,0,138.17508162083732,7,1,4,3,1,3,0,0
135,1,105.3,5,9,4,3,0,0,0,0
70,0,80.1665802177634,6,10,3,4,0,0,0,0
22,0,106.57502720037759,9,26,4,2,1,0,0,0
192,0,95.14369988619598,7,25,3,2,1,0,0,0
385,0,90.0,10,22,4,0,1,1,0,0
119,1,119.64950559657588,6,15,4,3,0,0,0,0
159,1,136.55342313175228,8,30,4,2,2,0,3,0
147,0,95.84466731189201,8,26,3,1,2,0,0,0
161,1,95.62662072876901,6,17,4,4,1,3,0,0
57,0,109.03749391751688,4,1,4,1,1,0,0,0
158,2,161.1,9,5,4,2,1,1,0,0
151,1,133.36524639287532,7,28,4,3,1,0,0,0
188,0,89.91960774214944,7,19,4,5,1,1,0,0
28,0,117.74294586916618,5,21,4,2,1,0,0,0
113,0,126.86630805075234,5,17,4,2,0,0,0,0
190,0,66.25812149234768,6,27,4,4,1,0,0,0
239,0,85.0342057791618,8,17,4,2,0,2,0,0
221,0,107.27372503164747,9,3,2,2,1,0,3,0
5,0,136.85030410441567,6,29,4,2,0,3,0,0
183,1,102.86969783232547,10,4,4,3,0,0,0,0
122,1,76.5,7,13,4,1,0,0,0,0
118,0,65.00426862266745,8,18,3,1,0,0,0,0
16,1,112.72426405038469,8,24,4,1,0,3,0,0
217,1,106.11670129593276,10,7,4,2,1,0,0,0
192,1,121.5,8,6,4,2,0,0,0,0
50,0,98.23008527538678,4,2,4,1,1,0,0,0
69,0,95.80531511420965,9,4,4,3,1,0,0,0
44,0,95.41649210792434,6,30,4,2,0,3,0,0
9,0,93.64787980564843,2,7,4,1,0,0,0,0
165,0,97.22689832456572,7,27,4,2,2,0,0,0
148,0,114.3,7,4,4,0,1,0,2,0
111,1,204.28978627576535,8,10,4,2,0,0,3,0
73,0,149.74687461598631,7,4,4,3,1,0,3,0
58,0,77.57221579661226,2,29,4,3,0,1,0,0
47,0,119.09604313690552,4,24,4,3,0,0,0,0
65,0,136.3573888048916,7,6,4,4,1,0,2,0
151,1,162.0,9,23,4,2,2,0,3,0
107,0,102.71471790956454,4,13,4,2,0,0,2,0
181,0,70.98230987071415,11,18,4,2,0,3,0,0
142,0,141.87145006704614,8,17,4,2,1,0,3,0
99,0,184.62069940779963,5,28,4,3,0,0,5,0
23,0,165.67599570774127,6,27,4,4,1,0,3,0
21,0,173.26544287815855,7,22,4,3,1,0,0,0
110,0,137.16452807697354,5,5,4,1,0,0,0,0
106,0,76.5,7,16,4,1,0,0,0,0
157,0,75.32828697560333,7,20,4,2,1,0,0,0
15,0,135.0,10,6,4,1,0,3,0,0
220,0,85.70763503509558,8,29,4,3,1,3,0,0
35,0,72.77473633713161,3,2,4,2,0,3,0,0
15,0,139.0,9,15,4,1,0,3,0,0
49,1,124.09066322431207,9,29,4,3,2,0,3,0
9,0,141.62583405893918,5,8,4,1,0,0,0,0
269,0,63.650875398446935,5,19,4,3,0,0,0,0
255,1,100.61009076862312,7,8,4,1,0,0,0,0
207,0,86.6121623161242,9,27,4,1,1,3,0,0
191,1,81.47356212421568,6,3,3,7,2,0,0,0
211,0,88.14951615015023,9,19,4,1,1,0,1,0
217,1,126.26732325554714,9,15,4,2,0,0,0,0
85,1,157.50520342218456,3,24,4,2,2,0,4,0
119,0,140.44113733550083,6,12,4,0,1,0,3,0
41,0,134.9333344797459,3,24,4,3,1,0,2,0
46,1,112.5,3,18,4,1,0,0,3,0
116,0,104.4,10,27,4,2,0,0,3,0
97,0,65.17282271956431,6,3,3,2,0,0,0,0
43,0,130.94276500657844,4,9,4,3,1,0,0,0
86,0,74.40347314759536,3,1,4,1,1,3,0,0
79,0,98.63632979932105,3,23,3,3,1,0,1,0
228,0,72.21197199763407,5,6,4,2,1,0,0,0
17,0,166.23958062501995,3,25,4,1,0,0,1,0
6,1,98.55873005899153,8,14,4,1,0,0,0,0
2,0,221.0,5,13,4,1,0,0,5,0
18,0,112.95552562213096,5,11,4,1,1,1,0,0
155,0,162.4828025034401,8,1,4,2,1,0,0,0
91,0,150.20277638411528,8,21,4,0,0,0,3,0
139,0,116.31292647256488,7,9,4,3,0,1,0,0
254,0,120.27215410012184,9,22,4,2,0,0,0,0
40,0,165.5482150143382,8,26,4,2,1,0,0,0
80,0,131.05354003917355,7,5,4,2,0,0,3,0
86,0,91.82362774781843,10,12,3,0,0,0,0,0
34,0,219.53222504268243,8,18,4,2,1,0,3,0
58,0,125.9244947826047,11,11,4,1,2,0,2,0
160,0,94.87480121078487,6,14,4,3,0,3,0,0
75,0,119.85,5,13,4,2,2,0,0,0
7,0,119.5,7,19,4,2,0,0,0,0
58,0,125.1,9,11,4,1,1,3,0,0
186,0,112.76663571153786,6,26,3,2,1,0,2,0
33,1,129.44301576483704,9,26,4,3,0,0,0,0
128,0,114.00821565096626,7,8,4,2,1,0,0,0
124,0,72.25,7,19,4,2,0,0,0,0
35,0,129.58010378538518,5,27,4,2,1,0,2,0
20,0,129.0,7,22,4,1,0,3,0,0
285,0,117.67203126681365,9,15,4,2,0,0,0,0
227,0,92.14839143010826,8,29,4,4,2,0,0,0
344,0,72.11703052035608,12,28,4,3,0,3,0,0
147,0,97.4267843845031,4,4,4,2,1,0,0,0
26,0,155.14117661696883,11,3,4,1,1,0,3,0
70,0,93.6,7,12,3,6,2,0,0,0
91,0,90.71233607882688,3,24,4,3,1,0,0,0
239,0,127.31118293805146,9,22,4,2,0,0,0,0
47,0,76.5,3,15,4,1,0,0,0,0
55,0,167.00912175047918,6,19,4,3,0,0,3,0
34,0,102.72729655514901,11,26,4,2,0,0,0,0
180,0,112.97257495953055,8,10,4,3,1,0,2,0
150,0,200.0921504451,6,26,3,0,1,0,3,0
89,0,139.8744399033108,5,13,4,2,0,0,3,0
160,1,95.68319684856607,6,16,4,4,1,3,0,0
91,1,89.25918586942248,6,15,4,4,0,0,3,0
27,0,119.3469970225312,6,29,4,1,0,0,0,0
20,0,120.62662742592175,6,7,4,2,0,0,0,0
273,0,80.30958012476741,12,26,4,4,1,0,0,0
5,0,109.9535511669873,4,24,2,2,0,0,0,0
64,0,116.1,5,15,4,2,0,3,0,0
143,0,108.93497715539158,6,25,4,1,0,0,2,0
232,0,67.5,12,9,4,1,1,3,0,0
79,0,149.98749995669718,6,17,4,2,0,0,1,0
135,0,100.10854193078494,7,22,4,2,1,0,0,0
19,0,117.37245310557304,9,23,4,1,1,0,0,0
237,0,118.67873022021749,9,28,4,3,0,0,0,0
100,0,137.91125610969195,5,1,4,1,2,0,0,0
172,0,140.87092465543034,8,10,4,1,1,0,1,0
101,0,95.4638895482195,6,17,3,1,0,0,0,0
6,0,164.06489220430043,7,4,4,2,0,0,0,0
58,0,138.21715472480744,6,25,4,2,1,0,3,0
62,0,87.3,3,6,4,1,1,0,3,0
266,0,100.86648528402053,10,9,4,3,1,0,0,0
99,1,77.16951215227166,7,2,4,1,0,0,0,0
74,1,74.47735872777342,8,13,4,2,0,0,0,0
108,0,72.25,6,18,4,5,2,0,0,0
54,0,95.022275186282,12,7,4,3,0,0,1,0
80,0,79.9117343916042,3,5,4,1,1,0,0,0
179,0,84.28873089222101,8,26,4,2,1,1,0,0
98,0,124.22856644000247,7,24,4,1,0,0,3,0
21,0,99.06123241662351,9,30,4,2,1,2,0,0
189,0,26.085981316693083,8,22,4,3,2,0,0,0
178,1,113.11775942634205,6,26,4,2,0,1,0,0
101,0,73.64202554078283,6,24,3,2,2,0,0,0
57,0,119.93899538658128,5,12,4,3,1,0,0,0
205,0,143.1,9,6,4,1,0,0,0,0
246,0,82.03704487108601,8,7,4,2,0,0,0,0
68,0,103.37991321031909,10,8,4,2,0,0,1,0
161,2,161.1,9,5,4,2,1,1,0,0
18,0,85.0,2,6,4,1,1,0,0,0
34,0,79.89563797070211,2,11,4,2,0,2,0,0
116,0,96.45609135837493,8,5,3,1,2,0,2,0
92,0,150.47966215929856,9,22,4,3,1,0,3,0
